lang,label,sentence
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna es jorns desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna les dates exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna ses dates exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els dies exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm els jorns desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es dies exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del anterior cap de setmana passat.
